Wendy picked 103 flowers for her friend’s wedding. She was making bouquets with 8 flowers in each one. If 47 of the flowers wilted before the wedding how many bouquets could she still make?,Wendy picked 103 flowers. 47 of the flowers wilted. That means that Wendy is left with 103 - 47 = 56 flowers. Since Wendy wants to make bouquets with 8 flowers in each one she will be able to make 56 / 8 = 7 bouquets. Therefore the answer (arabic numerals) is 7. I hope this helps!
April's discount flowers was having a sale where each rose was 4 dollars. If April started with 13 roses and had 4 roses left how much money did she earn?,April started with 13 roses.She sold 9 roses.She earned 9*4=36 dollars.She had 4 roses left. Therefore the answer (arabic numerals) is 36.
Sarah had 60 homework problems. She finished 20 of them but still had 5 pages of problems to do. If each page has the same number of problems on it how many problems are on each page?,Sarah has 60 homework problems.She finished 20 of them.That means she has 40 left.She has 5 pages of problems to do.That means each page has 8 problems on it. Therefore the answer (arabic numerals) is 8.
At the arcade Jerry won 29 tickets playing 'whack a mole' and 17 tickets playing 'skee ball'. If he spent 12 of his tickets on a hat how many tickets does Jerry have left?,Jerry won 29 tickets playing 'whack a mole'. So we start with 29. He then won 17 more tickets playing 'skee ball'. So we add 17 to 29 and that equals 46. He then spent 12 of his tickets on a hat. So we subtract 12 from 46 and that equals 34. Therefore Jerry has 34 tickets left. Therefore the answer (arabic numerals) is 34.
While playing a trivia game Mike answered 3 questions correct in the first half and 5 questions correct in the second half. If each question was worth 3 points what was his final score?,In the first half Mike answered 3 questions correctly. This means he earned 3*3 = 9 points. In the second half Mike answered 5 questions correctly. This means he earned 5*3 = 15 points. Mike's final score is 9 + 15 = 24 points. Therefore the answer (arabic numerals) is 24.
In fourth grade there were 8 students at the start of the year. During the year 5 students left and 8 new students came to school. How many students were in fourth grade at the end?,There were 8 students at the start of the year. 5 students left which means there were 3 students remaining. 8 new students came to school which means there were 11 students in fourth grade at the end. Therefore the answer (arabic numerals) is 11.
Tiffany was playing a video game and had 43 lives. In a hard part of the game she lost 14 lives. If she got 27 more lives in the next level how many lives would she have?,Tiffany has 43 lives. She loses 14 lives. That means she now has 43 - 14 = 29 lives. She gains 27 more lives. That means she now has 29 + 27 = 56 lives. Therefore the answer (arabic numerals) is 56. I hope this helps!
A store had 27 coloring books in stock. They ended up putting them on sale and getting rid of 6 of them. The put the ones they still had onto shelves with 7 on each shelf. How many shelves did they use?,There are 27 coloring books in stock. 6 coloring books are on sale. This leaves 21 coloring books. Each shelf can hold 7 coloring books. This means that the store uses 3 shelves.  Therefore the answer (arabic numerals) is 3.
There school's baseball team had 4 new players and 6 returning players. If the coach put them into groups with 5 players in each group how many groups would there be?,There are 10 players in total. The coach wants 5 players in each group. So the coach would need to create 2 groups. Therefore the answer (arabic numerals) is 2.
Emily bought 4 new chairs and 2 new tables for her house. If she spent 8 minutes on each piece furniture putting it together how many minutes did it take her to finish?,Emily bought 4 new chairs and 2 new tables. If she spent 8 minutes on each piece furniture putting it together then she spent 8 minutes on each chair and 8 minutes on each table. 4 chairs x 8 minutes each = 32 minutes 2 tables x 8 minutes each = 16 minutes It took her a total of 48 minutes to finish. Therefore the answer (arabic numerals) is 48.
While on vacation Haley took 50 pictures at the zoo and 8 at the museum. If she later deleted 38 of the pictures how many pictures from her vacation did she still have?,Haley took 50 pictures at the zoo and 8 at the museum. If she later deleted 38 of the pictures she would have 50-38=12 pictures from the zoo and 8-0=8 pictures from the museum for a total of 12+8=20 pictures from her vacation. Therefore the answer (arabic numerals) is 20.
Olivia uploaded 5 pictures from her phone and 35 from her camera to facebook. If she sorted the pics into 8 different albums with the same amount of pics in each album how many pictures were in each of the albums?,There are a total of 40 pictures. There are 8 albums. Each album has the same number of pictures. So we need to divide 40 by 8 to see how many pictures are in each album. 40 / 8 = 5 There are 5 pictures in each album. Therefore the answer (arabic numerals) is 5.
Rachel was playing a video game where she scores 9 points for each treasure she finds. If she found 5 treasures on the first level and 2 on the second what would her score be?,On the first level she would score 9 points for each treasure so 5 treasures would be 45 points. On the second level she would score 9 points for each treasure so 2 treasures would be 18 points. Adding these two together we get 45 + 18 = 63. So her score would be 63. Therefore the answer (arabic numerals) is 63.
A magician was selling magic card decks for 9 dollars each. If he started with 12 decks and by the end of the day he had 7 left how much money did he earn?,The magician started with 12 decks. For every deck that the magician sold he earned 9 dollars. The magician sold 5 decks so he earned 45 dollars. Therefore the magician earned 45 dollars. Therefore the answer (arabic numerals) is 45.
Each chocolate bar in a box cost $6. If a box had 13 bars total and Zoe sold all but 6 bars how much money would she have made?,Zoe sold all but 6 bars. This means she sold 7 bars. Each bar cost $6. This means Zoe made $42.  Therefore the answer (arabic numerals) is 42.
