Paco had 93 cookies. Paco ate 15 of them. How many cookies did Paco have left?,Paco had 93 cookies. Paco ate 15 of them. That means that if we start with 93 cookies and then take away 15 cookies we will be left with 78 cookies. Therefore the answer (arabic numerals) is 78.
Joan has 8 orange balloons  but lost 2 of them. How many orange balloons does Joan have now ?,Joan has 8 orange balloons. She loses 2 of them. That means she has 8 - 2 = 6 orange balloons left. Therefore the answer (arabic numerals) is 6.
A tailor cut 0.75 of an inch off a skirt and 0.5 of an inch off a pair of pants. How much more did the tailor cut off the skirt than the pants?,The tailor cut off 3/4 of an inch from the skirt. The tailor cut off 1/2 of an inch from the pants. We need to compare 3/4 and 1/2. The easiest way to do this is to convert both fractions to have a common denominator. In this case we will multiply both fractions by 2. 3/4 * 2/2 = 3/41/2 * 2/2 = 1/2Now we can compare the two fractions: 3/4 is greater than 1/ Therefore the answer (arabic numerals) is 0.25. The tailor cut off 1/4 of an inch more from the skirt than the pants.
Before the recent housing boom there were 1426 houses in Lawrence County. Now there are 2000 houses. How many houses did developers build during the housing boom?,There were 1426 houses in Lawrence County before the recent housing boom. Now there are 2000 houses. We want to know how many houses were built during the housing boom. To do this we need to find the difference in the number of houses. 2000 - 1426 = 574Therefore 574 houses were built during the housing boom. Therefore the answer (arabic numerals) is 574.
Tony had $20. Tony paid $8 for a ticket to a baseball game. At the game Tony bought a hot dog for $3. What amount of money did Tony have then?,Tony had $20. Tony paid $8 for a ticket to a baseball game. Tony had $12. Tony bought a hot dog for $3. Tony had $9. Therefore the answer (arabic numerals) is 9. I hope this helps!
Fred has 5 baseball cards. Melanie bought 3 of Fred's  baseball cards. How many baseball cards does Fred have now ?,Fred has 5 baseball cards. Melanie buys 3 of Fred's baseball cards. That means that Fred now has 2 baseball cards. Therefore the answer (arabic numerals) is 2.
There are 9 oak trees currently in the park. Park workers had to cut down 2  oak trees that were damaged. How many oak trees will the park have when the workers are finished ?,There are 9 oak trees currently in the park. This is our starting point. Park workers had to cut down 2 oak trees that were damaged. This is our first change. We have to take away 2 from 9 which would give us 7. So the park will have 7 oak trees when the workers are finished. Therefore the answer (arabic numerals) is 7.
Dan found 7 seashells but 3 were broken.  How many unbroken seashells did Dan find ?,Dan found 7 seashells. 3 of those seashells were broken. That means that Dan found 4 unbroken seashells. Therefore the answer (arabic numerals) is 4.
Sally saw 1 dozen birds in a tree. How many birds did Sally see ?,A dozen is 12. So Sally saw 12 birds in a tree. Therefore the answer (arabic numerals) is 12.
Joan found 6 seashells and Jessica found 8 seashells on the beach. How many seashells did they find together ?,Joan found 6 seashells. That means there are now 6 seashells that weren't there before. Jessica found 8 seashells. That means there are now 8 more seashells that weren't there before. So in total they found 14 seashells. Therefore the answer (arabic numerals) is 14.
Benny picked 2 apples and Dan picked 9 apples from the apple tree. How many apples were picked in total ?,Benny picked 2 apples. That means there are 2 apples less in the tree. Dan picked 9 apples. That means there are 9 apples less in the tree. In total there are 11 apples less in the tree. Therefore the answer (arabic numerals) is 11.
Terrell hiked 8.2 miles on Saturday. Then on Sunday he hiked another 1.6 miles. How far did Terrell hike all together?,On Saturday Terrell hiked 8.2 miles. On Sunday Terrell hiked another 1.6 miles. To find the total number of miles Terrell hiked we need to add 8.2 and 1.6. 8.2 + 1.6 = 9.8Terrell hiked 9.8 miles all together. Therefore the answer (arabic numerals) is 9.8.
Kelly bought 0.1 pounds of peanuts and 0.4 pounds of raisins. How many pounds of snacks did she buy in all?,0.1 pounds of peanuts is the same as 0.1 x 16 = 1.6 ounces of peanuts. 0.4 pounds of raisins is the same as 0.4 x 16 = 6.4 ounces of raisins. Now we need to add these two numbers together to find the total number of ounces of snacks that Kelly bought: 1.6 + 6.4 = 8 ounces. We could leave the answer in ounces but the question asks for pounds so we need to convert 8 ounces into pounds. There are 16 ounces in a pound so Therefore the answer (arabic numerals) is 0.5 pounds.
Benny has 6 blue marbles. Keith has 5 times more blue marbles than Benny. How many blue marbles does Keith have ?,Benny has 6 blue marbles. Keith has 5 times more blue marbles than Benny. This means that if we take the number of blue marbles that Benny has and multiply it by 5 we will get the number of blue marbles that Keith has. 6 x 5 = 30 Keith has 30 blue marbles. Therefore the answer (arabic numerals) is 30.
It rained 0.2 inches on Saturday and 0.4 inches on Sunday. How much did it rain on Saturday and Sunday combined?,The first thing we need to do is add the two numbers together. This will give us the total amount of rain that fell over the two days. 0.2 + 0.4 = 0.6Therefore it rained a total of 0.6 inches on Saturday and Sunday combined. Therefore the answer (arabic numerals) is 0.6
Lewis then went to see the oranges being harvested. Lewis found out that they harvest 83 sacks per day. How many sacks of oranges will they have after 6 days of harvest?,On the first day they harvest 83 sacks. On the second day they harvest 83 more sacks for a total of 166 sacks. On the third day they harvest 83 more sacks for a total of 249 sacks. On the fourth day they harvest 83 more sacks for a total of 332 sacks. On the fifth day they harvest 83 more sacks for a total of 415 sacks. On the sixth day they harvest 83 more sacks for a total of 498 sacks. Therefore the answer (arabic numerals) is 498.
Joan bought 6 dozen eggs from the grocery store to bake some cakes.  How many eggs did Joan buy ?,Joan bought 6 dozen eggs. There are 12 eggs in 1 dozen. So Joan bought 72 eggs. Therefore the answer (arabic numerals) is 72.
I have 648 pencils. If I put 4 pencils in each pencil box how many pencil boxes will I fill?,There are 648 pencils. If we put 4 pencils in each pencil box that means we can put _____ pencil boxes worth of pencils. We can fill 162 pencil boxes with 648 pencils. Therefore the answer (arabic numerals) is _____. The answer is 162.
There are 33 oak trees currently in the park. Park workers had to cut down  18 oak trees that were damaged. How many oak trees will be in the park when the workers are finished ?,There are 33 oak trees currently in the park. 18 oak trees were damaged and had to be cut down. This means that there are 18 fewer oak trees in the park. 33 - 18 = 15There will be 15 oak trees in the park when the workers are finished. Therefore the answer (arabic numerals) is 15.
In Yardley it snowed 0.125 of an inch in the morning and 0.5 of an inch in the afternoon. What was the total amount of snowfall?,In the morning it snowed 0.125 of an inch. In the afternoon it snowed 0.5 of an inch. To find the total amount of snowfall we need to add 0.125 and 0.5. 0.125 + 0.5 = 0.625Therefore the total amount of snowfall was 0.625 inches. Therefore the answer (arabic numerals) is 0.625.
Mrs. Hilt needs to share $3.75 equally among 3 total people. How much money will each person get?,First we need to divide $3.75 by 3. This will give us the amount of money that each person will get if we divide it equally. $3.75 / 3 = $1.25Each person will get $1.25. Therefore the answer (arabic numerals) is 1.25.
Diane is a beekeeper. Last year she harvested 2479 pounds of honey. This year she bought some new hives and increased her honey harvest by 6085 pounds. How many pounds of honey did Diane harvest this year?,Diane harvested 2479 pounds of honey last year. This year she increased her harvest by 6085 pounds. So this year Diane harvested 2479 + 6085 = 8564 pounds of honey. Therefore the answer (arabic numerals) is: 8564
Mrs. Hilt baked pies last weekend for a holiday dinner. She baked 16 pecan pies and 14 apples pies. If she wants to arrange all of the pies in rows of 5 pies each how many rows will she have?,There are 16 pecan pies and 14 apple pies. We need to put them in rows of 5 pies each. There are a total of 30 pies. 30 divided by 5 is 6. There will be 6 rows of 5 pies each. Therefore the answer (arabic numerals) is 6.
When relatives visit Haley and her family she and her cousins do origami. If she has 48 origami papers to give away to her 6 cousins how many will each receive if she gives everyone the same number of origami papers?,There are 48 origami papers. There are 6 cousins. Each cousin will receive the same number of origami papers. To solve this problem we need to divide 48 by 6. 48 divided by 6 equals 8. Each cousin will receive 8 origami papers. Therefore the answer (arabic numerals) is 8.
Sam has 110 books. Joan has 102 books.  How many books do they have together ?,Step 1: How many books does Joan have? Joan has 102 books. Step 2: How many books does Sam have? Sam has 110 books. Step 3: How many books do they have together? They have 102 + 110 = 212 books together. Therefore the answer (arabic numerals) is 212.
Mike had 34 peaches left at his roadside fruit stand. He went to the orchard and picked more peaches to stock up the stand. There are now 86 peaches at the stand how many did he pick ?,Mike had 34 peaches left at his roadside fruit stand. This is our starting point and what we know. He went to the orchard and picked more peaches to stock up the stand.This is the action that occurred. He went and picked more peaches. There are now 86 peaches at the stand how many did he pick ?This is what we want to find out. How many peaches did he pick? We can set up an equation to solve this. Let's start with what we know. Therefore the answer (arabic numerals) is 52.
Connie has 2315 red markers and 1028 blue markers. How many markers does Connie have altogether?,Connie has 2315 red markers. Connie has 1028 blue markers. To find out how many markers Connie has in total we need to add 2315 and 1028. 2315 + 1028 = 3343 Connie has 3343 markers in total. Therefore the answer (arabic numerals) is 3343.
There were 3 roses in the vase. Alyssa cut some more roses from her flower garden. There are now 14 roses in the vase. How many roses did she cut ?,There were 3 roses in the vase. Alyssa cut some more roses from her flower garden. There are now 14 roses in the vase. Alyssa cut 11 roses from her flower garden. Therefore the answer (arabic numerals) is 11.
Mary picked 122 oranges and Jason picked 105 oranges from the orange tree. How many oranges were picked in total ?,Mary picked 122 oranges. That means that before Mary picked her oranges Jason had already picked 105 oranges. That means that in total 227 oranges were picked. Therefore the answer (arabic numerals) is 227.
Lucy has 212 fish. How many more fish does Lucy need to buy to have 280 fish?,Lucy has 212 fish. That means she needs 68 more fish to have 280 fish. Therefore the answer (arabic numerals) is 68.
Joan has 9 blue balloons Sally has 5 blue balloons and Jessica has 2 blue balloons. How many blue balloons do they have in total ?,Joan has 9 blue balloons Sally has 5 blue balloons and Jessica has 2 blue balloons. So we can say that they have 9 + 5 + 2 = 16 blue balloons in total. Therefore the answer (arabic numerals) is 16.
Dan has 29 violet balloons. Tim has 7 times more violet balloons than Dan. How many violet balloons does Tim have ?,Dan has 29 violet balloons. Tim has 7 times more violet balloons than Dan. This means that if we take the number of violet balloons Dan has and multiply it by 7 we will get the number of violet balloons Tim has. So if we take 29 and multiply it by 7 we get 203. Therefore Tim has 203 violet balloons. Therefore the answer (arabic numerals) is 203.
Benny bought 7 dozen eggs from the grocery store to bake some cakes.  How many eggs did Benny buy ?,1 dozen = 12 eggs7 dozen = 7 x 12 = 84 eggs Therefore the answer (arabic numerals) is 84.
Sara had 21 quarters in her bank. Her dad gave her 49 more quarters. How many quarters does she have now ?,Sara had 21 quarters in her bank. Her dad gave her 49 more quarters. That means that she now has 21 + 49 = 70 quarters in her bank. Therefore the answer (arabic numerals) is 70.
Some insects called aphids attack a large farm. In response the farmer releases ladybugs onto the fields. There are 12170 ladybugs with spots and 54912 ladybugs without spots. How many ladybugs are there in all?,There are 12170 ladybugs with spots. There are 54912 ladybugs without spots. To find the total number of ladybugs we need to add these two numbers together. 12170 + 54912 = 67082There are 67082 ladybugs in all. Therefore the answer (arabic numerals) is 67082.
